,Unnamed: 0,index,Unnamed: 0.1,posts,Mach,LSRP12,LSRP2,NRSM,languages,clean_msg,msg_lower
2074,4192,6137,6137,"Wedding vibes
purecandid",59.0,0.0625,0.1,29.0,en,"Wedding vibes
purecandid","wedding vibes
purecandid"
2075,4193,6138,6138,"My GOD Ki World Cup eita 
Congrats Russia",59.0,0.0625,0.1,29.0,en,"My GOD Ki World Cup eita 
Congrats Russia","my god ki world cup eita 
congrats russia"
2076,4194,6139,6139,Wow Just wow What a goal Maria 3,59.0,0.0625,0.1,29.0,en,Wow Just wow What a goal Maria 3,wow just wow what a goal maria 3
2077,4196,6141,6141,"Ei team qualify kora uchit nah Valo hoise
But LM 10 3",59.0,0.0625,0.1,29.0,en,"Ei team qualify kora uchit nah Valo hoise
But LM 10 3","ei team qualify kora uchit nah valo hoise
but lm 10 3"
2078,4197,6142,6142,Coach re thaprano uchit,59.0,0.0625,0.1,29.0,en,Coach re thaprano uchit,coach re thaprano uchit
2079,4200,6145,6145,"A good time with bunch of talented people 3 I dont know what I am doing among them 😂 Vaggey eitai chilo 3 p 
Thanks Sihat Afnan for organizing
Behind the camera Ayan Biswas",59.0,0.0625,0.1,29.0,en,"A good time with bunch of talented people 3 I dont know what I am doing among them 😂 Vaggey eitai chilo 3 p 
Thanks Sihat Afnan for organizing
Behind the camera Ayan Biswas","a good time with bunch of talented people 3 i dont know what i am doing among them 😂 vaggey eitai chilo 3 p 
thanks sihat afnan for organizing
behind the camera ayan biswas"
2080,4201,6146,6146,Happy Birthday amar so called foreigner vai 3 Aro beshi beshi achievement ashuk apnar jibone r aro beshi beshi treat jomte thakuk Asha kori ei sujogey ekta grand treat hoye jabe  3,59.0,0.0625,0.1,29.0,en,Happy Birthday amar so called foreigner vai 3 Aro beshi beshi achievement ashuk apnar jibone r aro beshi beshi treat jomte thakuk Asha kori ei sujogey ekta grand treat hoye jabe  3,happy birthday amar so called foreigner vai 3 aro beshi beshi achievement ashuk apnar jibone r aro beshi beshi treat jomte thakuk asha kori ei sujogey ekta grand treat hoye jabe  3
2081,4203,6148,6148,"The picnic was a lit 3  
CSEEscape2018",59.0,0.0625,0.1,29.0,en,"The picnic was a lit 3  
CSEEscape2018","the picnic was a lit 3  
cseescape2018"
2082,4205,6151,6151,Hope the tigers will continue their performance like today A match worth watching 3,59.0,0.0625,0.1,29.0,en,Hope the tigers will continue their performance like today A match worth watching 3,hope the tigers will continue their performance like today a match worth watching 3
2083,4206,6152,6152,Alhamdulillah Alhamdulillah  Got scholarship in HSC To be honest I did not expect it Thanks to respected AmmuAbbu and my respected teachers,59.0,0.0625,0.1,29.0,en,Alhamdulillah Alhamdulillah  Got scholarship in HSC To be honest I did not expect it Thanks to respected AmmuAbbu and my respected teachers,alhamdulillah alhamdulillah  got scholarship in hsc to be honest i did not expect it thanks to respected ammuabbu and my respected teachers
2084,4207,6153,6153,"Dont know why no special feeling of New Year 
Though Happy New Year everybody p 🎆🎇🎊",59.0,0.0625,0.1,29.0,en,"Dont know why no special feeling of New Year 
Though Happy New Year everybody p 🎆🎇🎊","dont know why no special feeling of new year 
though happy new year everybody p 🎆🎇🎊"
2085,4208,6154,6154,Jaflong you beauty 3,59.0,0.0625,0.1,29.0,en,Jaflong you beauty 3,jaflong you beauty 3
2086,4210,6156,6156,"It is me 🐸 
I cant believe 🐸",59.0,0.0625,0.1,29.0,en,"It is me 🐸 
I cant believe 🐸","it is me 🐸 
i cant believe 🐸"
2087,4211,6157,6157,IUT The Red Heaven My home 3,59.0,0.0625,0.1,29.0,en,IUT The Red Heaven My home 3,iut the red heaven my home 3
2088,4215,6161,6161,Searching for Simplicity in Complexity,59.0,0.0625,0.1,29.0,en,Searching for Simplicity in Complexity,searching for simplicity in complexity
2089,4217,6163,6163,"Mentors 2A 3 
Best of luck everyone",59.0,0.0625,0.1,29.0,en,"Mentors 2A 3 
Best of luck everyone","mentors 2a 3 
best of luck everyone"
2090,4218,6164,6164,The Khan brothers missing Shabab bhaia ,59.0,0.0625,0.1,29.0,en,The Khan brothers missing Shabab bhaia ,the khan brothers missing shabab bhaia 
2091,4219,6165,6165,"I like this idea 
Since life is not just pictures I decided to follow the idea of a friend and participate in the game called A Meeting between Friends The idea is to see who reads a post without a photo If no one reads my wall it will be a short experience but if you read this message make a comment with a word about me Just a word will do For example any place that reminds you of me any object a moment a restaurant coffee movie etc Then copy this message on your wall and I will also leave a word that reminds me of you 
Thanks",59.0,0.0625,0.1,29.0,en,"I like this idea 
Since life is not just pictures I decided to follow the idea of a friend and participate in the game called A Meeting between Friends The idea is to see who reads a post without a photo If no one reads my wall it will be a short experience but if you read this message make a comment with a word about me Just a word will do For example any place that reminds you of me any object a moment a restaurant coffee movie etc Then copy this message on your wall and I will also leave a word that reminds me of you 
Thanks","i like this idea 
since life is not just pictures i decided to follow the idea of a friend and participate in the game called a meeting between friends the idea is to see who reads a post without a photo if no one reads my wall it will be a short experience but if you read this message make a comment with a word about me just a word will do for example any place that reminds you of me any object a moment a restaurant coffee movie etc then copy this message on your wall and i will also leave a word that reminds me of you 
thanks"
2092,4220,6166,6166,"Brothers 3 
Missed you Shabab Afsan bhaia",59.0,0.0625,0.1,29.0,en,"Brothers 3 
Missed you Shabab Afsan bhaia","brothers 3 
missed you shabab afsan bhaia"
2093,4221,6168,6168,This one came good maybe 3,59.0,0.0625,0.1,29.0,en,This one came good maybe 3,this one came good maybe 3
2094,4222,6169,6169,It hurts,59.0,0.0625,0.1,29.0,en,It hurts,it hurts
2095,4223,6170,6170,No No This is not true It is simply not It cant be Chester Bennington didnt diecant die,59.0,0.0625,0.1,29.0,en,No No This is not true It is simply not It cant be Chester Bennington didnt diecant die,no no this is not true it is simply not it cant be chester bennington didnt diecant die
2096,4226,6173,6173,Man of the match should have been given to both of the players Mahmudullah did not bowl ,59.0,0.0625,0.1,29.0,en,Man of the match should have been given to both of the players Mahmudullah did not bowl ,man of the match should have been given to both of the players mahmudullah did not bowl 
2097,4228,6175,6175,Matha bethay matha fetey jak tao khela cholbe incessantlyHSC sesh bole kothaHell Yeah,59.0,0.0625,0.1,29.0,en,Matha bethay matha fetey jak tao khela cholbe incessantlyHSC sesh bole kothaHell Yeah,matha bethay matha fetey jak tao khela cholbe incessantlyhsc sesh bole kothahell yeah
2098,4229,6176,6176,Behind the camera Tamzidul Haq Khan 3,59.0,0.0625,0.1,29.0,en,Behind the camera Tamzidul Haq Khan 3,behind the camera tamzidul haq khan 3
2099,4230,6177,6177,Suddenly found it ,59.0,0.0625,0.1,29.0,en,Suddenly found it ,suddenly found it 
2100,4232,6180,6180,Searching for Simplicity in Complexity,59.0,0.0625,0.1,29.0,en,Searching for Simplicity in Complexity,searching for simplicity in complexity
2101,4233,6181,6181,Throwback to 2k14 when time was more awesome 3,59.0,0.0625,0.1,29.0,en,Throwback to 2k14 when time was more awesome 3,throwback to 2k14 when time was more awesome 3
2102,4234,6182,6182,"A perfect sketch  

Name Aahad",59.0,0.0625,0.1,29.0,en,"A perfect sketch  

Name Aahad","a perfect sketch  

name aahad"
2103,4236,6184,6184,Miss you brother ,59.0,0.0625,0.1,29.0,en,Miss you brother ,miss you brother 
2104,4237,6185,6185,Smooth  simple Eid Day ,59.0,0.0625,0.1,29.0,en,Smooth  simple Eid Day ,smooth  simple eid day 
2105,4238,6186,6186,Caption is not my thing 3,59.0,0.0625,0.1,29.0,en,Caption is not my thing 3,caption is not my thing 3
2106,4240,6188,6188,"RooftopDays were vitalizing then 

Apuuu tumi shundor ",59.0,0.0625,0.1,29.0,en,"RooftopDays were vitalizing then 

Apuuu tumi shundor ","rooftopdays were vitalizing then 

apuuu tumi shundor "
2107,4242,6193,6193,"AlhamdulillahGot scholarship in SSC examination 2015 D  Shob e Allah er iccha  
Ei achievement ta ami amar respected AmmuAbbuhonorable sirder dedicate korlam  

josephite",59.0,0.0625,0.1,29.0,en,"AlhamdulillahGot scholarship in SSC examination 2015 D  Shob e Allah er iccha  
Ei achievement ta ami amar respected AmmuAbbuhonorable sirder dedicate korlam  

josephite","alhamdulillahgot scholarship in ssc examination 2015 d  shob e allah er iccha  
ei achievement ta ami amar respected ammuabbuhonorable sirder dedicate korlam  

josephite"
2108,4243,6194,6194,"Wethe four Khans and Brothers Arent faces so close enough  p

Missing other Khans  ",59.0,0.0625,0.1,29.0,en,"Wethe four Khans and Brothers Arent faces so close enough  p

Missing other Khans  ","wethe four khans and brothers arent faces so close enough  p

missing other khans  "
2109,4244,6195,6195,"Its one the most precious gifts I have ever had And its from you  Therefore it has become highly preciousu know  It is really beyond my imagintion 3 This valuable art is clearly referring your so much love and affection for me  It is beyond admiration my love 3 It is too perfect I am really impressed  loved this so much  
I am really blessed to have an angel like you in my life O 3



Ami caption bhalo dite pari na  Sorry for that ",59.0,0.0625,0.1,29.0,en,"Its one the most precious gifts I have ever had And its from you  Therefore it has become highly preciousu know  It is really beyond my imagintion 3 This valuable art is clearly referring your so much love and affection for me  It is beyond admiration my love 3 It is too perfect I am really impressed  loved this so much  
I am really blessed to have an angel like you in my life O 3



Ami caption bhalo dite pari na  Sorry for that ","its one the most precious gifts i have ever had and its from you  therefore it has become highly preciousu know  it is really beyond my imagintion 3 this valuable art is clearly referring your so much love and affection for me  it is beyond admiration my love 3 it is too perfect i am really impressed  loved this so much  
i am really blessed to have an angel like you in my life o 3



ami caption bhalo dite pari na  sorry for that "
2110,4245,6196,6196,"Good time spent brother after a long time  D
At home at here and there D
samecolours",59.0,0.0625,0.1,29.0,en,"Good time spent brother after a long time  D
At home at here and there D
samecolours","good time spent brother after a long time  d
at home at here and there d
samecolours"
2111,4246,6197,6197,"St Joseph foundation day  D day was good D 
Photo Capture Chowdhury Sadman Fuad",59.0,0.0625,0.1,29.0,en,"St Joseph foundation day  D day was good D 
Photo Capture Chowdhury Sadman Fuad","st joseph foundation day  d day was good d 
photo capture chowdhury sadman fuad"
2112,4247,6198,6198,Suddenly found it ,59.0,0.0625,0.1,29.0,en,Suddenly found it ,suddenly found it 
2113,4251,6202,6202,"You are psychoYou are purai OSUSTHO Tor shthe atw bochor dhore asi but tor shathe sriti kom  bujhi na  Tarpor o ami tokey bhalobashi 3 
Happy Birthday Rafid Happy Birthday JokerMay Allah bless you  ",59.0,0.0625,0.1,29.0,en,"You are psychoYou are purai OSUSTHO Tor shthe atw bochor dhore asi but tor shathe sriti kom  bujhi na  Tarpor o ami tokey bhalobashi 3 
Happy Birthday Rafid Happy Birthday JokerMay Allah bless you  ","you are psychoyou are purai osustho tor shthe atw bochor dhore asi but tor shathe sriti kom  bujhi na  tarpor o ami tokey bhalobashi 3 
happy birthday rafid happy birthday jokermay allah bless you  "
2114,4252,6204,6204,"Suited Up  
16022016
Reception Batch15",59.0,0.0625,0.1,29.0,en,"Suited Up  
16022016
Reception Batch15","suited up  
16022016
reception batch15"
2115,4253,6209,6209,"Blueish p
Ignore the resolution btw 3",59.0,0.0625,0.1,29.0,en,"Blueish p
Ignore the resolution btw 3","blueish p
ignore the resolution btw 3"
2116,4257,6217,6217,"Thanks Kafil Wara Rafid for the pic D              
Whoaa In The Air 

RagDay",59.0,0.0625,0.1,29.0,en,"Thanks Kafil Wara Rafid for the pic D              
Whoaa In The Air 

RagDay","thanks kafil wara rafid for the pic d              
whoaa in the air 

ragday"
2117,4259,6223,6223,Now I am a Notredamian D,59.0,0.0625,0.1,29.0,en,Now I am a Notredamian D,now i am a notredamian d
2118,4262,6226,6226,SHONA mission accomplished D Alhamdulillah ,59.0,0.0625,0.1,29.0,en,SHONA mission accomplished D Alhamdulillah ,shona mission accomplished d alhamdulillah 
2119,4264,6228,6228,Pic Credit Uday Syed,59.0,0.0625,0.1,29.0,en,Pic Credit Uday Syed,pic credit uday syed
2120,4266,6230,6230,"Pic Credit Tamzidul Haq Khan 

No editing ",59.0,0.0625,0.1,29.0,en,"Pic Credit Tamzidul Haq Khan 

No editing ","pic credit tamzidul haq khan 

no editing "
2121,4267,6231,6231,She  I  3,59.0,0.0625,0.1,29.0,en,She  I  3,she  i  3
2122,4268,6232,6232,My cousin ,59.0,0.0625,0.1,29.0,en,My cousin ,my cousin 
2123,4270,6234,6234,"Do you know which day is today Yeahits 25th March A very special  significant day You knw why Czits Her Birthday 3 This Her is not an ordinary Of course not There is a very special feel latent into this extraordinary wrdHer  You knw what is that feel of mine Samara  3 3
Happy Birthday Samara  Wishng u a very happy  prosperous life Go ahead My blessings  love are always beside u You will gain that wht u deserve In Shaa Allah 
I Love You 3 
 It may seem awkward to u whom I have shard the post thinking that even I am gvng such satus But what to do I jst couldnt cntrl myself   Nujhat Tabassum Samara",59.0,0.0625,0.1,29.0,en,"Do you know which day is today Yeahits 25th March A very special  significant day You knw why Czits Her Birthday 3 This Her is not an ordinary Of course not There is a very special feel latent into this extraordinary wrdHer  You knw what is that feel of mine Samara  3 3
Happy Birthday Samara  Wishng u a very happy  prosperous life Go ahead My blessings  love are always beside u You will gain that wht u deserve In Shaa Allah 
I Love You 3 
 It may seem awkward to u whom I have shard the post thinking that even I am gvng such satus But what to do I jst couldnt cntrl myself   Nujhat Tabassum Samara","do you know which day is today yeahits 25th march a very special  significant day you knw why czits her birthday 3 this her is not an ordinary of course not there is a very special feel latent into this extraordinary wrdher  you knw what is that feel of mine samara  3 3
happy birthday samara  wishng u a very happy  prosperous life go ahead my blessings  love are always beside u you will gain that wht u deserve in shaa allah 
i love you 3 
 it may seem awkward to u whom i have shard the post thinking that even i am gvng such satus but what to do i jst couldnt cntrl myself   nujhat tabassum samara"
2124,4271,6236,6236,"Let me also try

LMS for a tbh 3",59.0,0.0625,0.1,29.0,en,"Let me also try

LMS for a tbh 3","let me also try

lms for a tbh 3"
2125,4272,6238,6238,Suddenly found it ,59.0,0.0625,0.1,29.0,en,Suddenly found it ,suddenly found it 
2126,4274,6240,6240,Its been a great year Thanks for being a part of it,59.0,0.0625,0.1,29.0,en,Its been a great year Thanks for being a part of it,its been a great year thanks for being a part of it
2127,4275,6241,6241,"3 3  Ignore the pic quality 
 selfie  Nokiaseries N70",59.0,0.0625,0.1,29.0,en,"3 3  Ignore the pic quality 
 selfie  Nokiaseries N70","3 3  ignore the pic quality 
 selfie  nokiaseries n70"
2128,4276,6242,6242,"PC Tasawar as always 
Thanks yaar for the epic sunlight D",59.0,0.0625,0.1,29.0,en,"PC Tasawar as always 
Thanks yaar for the epic sunlight D","pc tasawar as always 
thanks yaar for the epic sunlight d"
2129,4277,6243,6243,Not that much good in size 3 Though I was bound to give it  Dstkbe r evabe kapabokobe toke r evabe jalabo D   EidDay,59.0,0.0625,0.1,29.0,en,Not that much good in size 3 Though I was bound to give it  Dstkbe r evabe kapabokobe toke r evabe jalabo D   EidDay,not that much good in size 3 though i was bound to give it  dstkbe r evabe kapabokobe toke r evabe jalabo d   eidday
2130,4279,6245,6245,"Thanks Kafil Wara Rafid for the pic D              
Whoaa In The Air 

RagDay",59.0,0.0625,0.1,29.0,en,"Thanks Kafil Wara Rafid for the pic D              
Whoaa In The Air 

RagDay","thanks kafil wara rafid for the pic d              
whoaa in the air 

ragday"
2131,4283,6258,6258,Me and My Cousin ,59.0,0.0625,0.1,29.0,en,Me and My Cousin ,me and my cousin 
2132,4284,6259,6259,"I tried so hard and got so far
But In The End 
It doesnt even matter

 mathxm  3",59.0,0.0625,0.1,29.0,en,"I tried so hard and got so far
But In The End 
It doesnt even matter

 mathxm  3","i tried so hard and got so far
but in the end 
it doesnt even matter

 mathxm  3"
2133,4286,6261,6261,Credit Belles Nafis 3,59.0,0.0625,0.1,29.0,en,Credit Belles Nafis 3,credit belles nafis 3
2134,4288,6263,6263,"Another rocking evening of my life with all my bros 
 Char Chokka Hoi Hoi
Ball Goraiya Gelo Koi 
               
Age ki sundor din kataitam Amra
Age ki sundor DiN kataitaaaammm",59.0,0.0625,0.1,29.0,en,"Another rocking evening of my life with all my bros 
 Char Chokka Hoi Hoi
Ball Goraiya Gelo Koi 
               
Age ki sundor din kataitam Amra
Age ki sundor DiN kataitaaaammm","another rocking evening of my life with all my bros 
 char chokka hoi hoi
ball goraiya gelo koi 
               
age ki sundor din kataitam amra
age ki sundor din kataitaaaammm"
2135,4292,6268,6268,Really Good                                                                     Here’s my Facebook movie Find yours at httpsfacebookcomlookback FacebookIs10,59.0,0.0625,0.1,29.0,en,Really Good                                                                     Here’s my Facebook movie Find yours at httpsfacebookcomlookback FacebookIs10,really good                                                                     here’s my facebook movie find yours at httpsfacebookcomlookback facebookis10
2136,4294,6271,6271,Pic captured form Tab  Sudden capturing p,59.0,0.0625,0.1,29.0,en,Pic captured form Tab  Sudden capturing p,pic captured form tab  sudden capturing p
2137,4295,6281,6281,Finalliy got Fifa 14,59.0,0.0625,0.1,29.0,en,Finalliy got Fifa 14,finalliy got fifa 14
2138,4296,6282,6282,IndiaAsolei ekta  teamchased 360runs target with Australia in a match of this seriestoday it again chased 351 runs targetIt is called awesomenessbro ,59.0,0.0625,0.1,29.0,en,IndiaAsolei ekta  teamchased 360runs target with Australia in a match of this seriestoday it again chased 351 runs targetIt is called awesomenessbro ,indiaasolei ekta  teamchased 360runs target with australia in a match of this seriestoday it again chased 351 runs targetit is called awesomenessbro 
2139,4297,6286,6286,"Graaamey ashlamHuhDhaka theke Tangail ashlamrouna dilam930am pouchlam 520 pm eHuhAlmost 8 hrs R BD theke Dubai jete lage 5or 6 hrsEkta jokes bolboAmader desh jogajoger khetre unnotir pothe ogroshor hochcheHAIRE Aafsossss
BD Rocksss",59.0,0.0625,0.1,29.0,en,"Graaamey ashlamHuhDhaka theke Tangail ashlamrouna dilam930am pouchlam 520 pm eHuhAlmost 8 hrs R BD theke Dubai jete lage 5or 6 hrsEkta jokes bolboAmader desh jogajoger khetre unnotir pothe ogroshor hochcheHAIRE Aafsossss
BD Rocksss","graaamey ashlamhuhdhaka theke tangail ashlamrouna dilam930am pouchlam 520 pm ehuhalmost 8 hrs r bd theke dubai jete lage 5or 6 hrsekta jokes bolboamader desh jogajoger khetre unnotir pothe ogroshor hochchehaire aafsossss
bd rocksss"
2140,4298,6288,6288,Onek din por Temple Run 2 khellam ,59.0,0.0625,0.1,29.0,en,Onek din por Temple Run 2 khellam ,onek din por temple run 2 khellam 
2141,4300,6291,6291,"ive

become so numb

i cant feel you there

become so tired

so much more aware

im becoming this

all i want to do

is be more like me

and be less like you",59.0,0.0625,0.1,29.0,en,"ive

become so numb

i cant feel you there

become so tired

so much more aware

im becoming this

all i want to do

is be more like me

and be less like you","ive

become so numb

i cant feel you there

become so tired

so much more aware

im becoming this

all i want to do

is be more like me

and be less like you"
2142,4301,6293,6293,Happy FRIENDship Day to allwithout friends life is nearly impossiblewhen I fail to do sth friends give me hope and make me realize that without failure u cannot enjoy the life properly and inspires me so that I can give my best the next timeso thank u friends for helping me to realize the real life styleTHANK YOU VERY MUCHMay Allah bless us all ,59.0,0.0625,0.1,29.0,en,Happy FRIENDship Day to allwithout friends life is nearly impossiblewhen I fail to do sth friends give me hope and make me realize that without failure u cannot enjoy the life properly and inspires me so that I can give my best the next timeso thank u friends for helping me to realize the real life styleTHANK YOU VERY MUCHMay Allah bless us all ,happy friendship day to allwithout friends life is nearly impossiblewhen i fail to do sth friends give me hope and make me realize that without failure u cannot enjoy the life properly and inspires me so that i can give my best the next timeso thank u friends for helping me to realize the real life stylethank you very muchmay allah bless us all 
2143,4304,6298,6298,7th January 2018 3,40.0,0.0625,0.1,12.0,en,7th January 2018 3,7th january 2018 3
2144,4305,6299,6299,“Black and white is mix of toughest simplicity and easiest complexity”,40.0,0.0625,0.1,12.0,en,“Black and white is mix of toughest simplicity and easiest complexity”,“black and white is mix of toughest simplicity and easiest complexity”
2145,4307,6302,6302,"Zlatan There will never be a better player than him �

Happy 42nd Birthday Ronaldo Luis Nazario de Lima �",40.0,0.0625,0.1,12.0,en,"Zlatan There will never be a better player than him �

Happy 42nd Birthday Ronaldo Luis Nazario de Lima �","zlatan there will never be a better player than him �

happy 42nd birthday ronaldo luis nazario de lima �"
2146,4309,6305,6305,"Such a lovely day 3 
3",40.0,0.0625,0.1,12.0,en,"Such a lovely day 3 
3","such a lovely day 3 
3"
2147,4310,6306,6306,no caption needed for this pic 😌❤️❤️,40.0,0.0625,0.1,12.0,en,no caption needed for this pic 😌❤️❤️,no caption needed for this pic 😌❤️❤️
2148,4311,6307,6307,Boys GoalsGirls Dream😂😂😂,40.0,0.0625,0.1,12.0,en,Boys GoalsGirls Dream😂😂😂,boys goalsgirls dream😂😂😂
2149,4318,6314,6314,Dont compare me with others ✌,40.0,0.0625,0.1,12.0,en,Dont compare me with others ✌,dont compare me with others ✌
2150,4322,6318,6318,Shironamhin 3,40.0,0.0625,0.1,12.0,en,Shironamhin 3,shironamhin 3
2151,4324,6320,6320,"Chemistry 4241 3
thegreatNazrulsir",40.0,0.0625,0.1,12.0,en,"Chemistry 4241 3
thegreatNazrulsir","chemistry 4241 3
thegreatnazrulsir"
2152,4333,6330,6330,Nice Song 3,40.0,0.0625,0.1,12.0,en,Nice Song 3,nice song 3
2153,4355,6353,6353,"The world is 45 billion years old I am lucky enough to be born in AB DE VILLIERS  s era 3
No one can replace this guy We love you ABD you will be missed 3

GOODBYELEGEND 3",40.0,0.0625,0.1,12.0,en,"The world is 45 billion years old I am lucky enough to be born in AB DE VILLIERS  s era 3
No one can replace this guy We love you ABD you will be missed 3

GOODBYELEGEND 3","the world is 45 billion years old i am lucky enough to be born in ab de villiers  s era 3
no one can replace this guy we love you abd you will be missed 3

goodbyelegend 3"
2154,4357,6355,6355,Stop exam  Save the trees  Save the environment,40.0,0.0625,0.1,12.0,en,Stop exam  Save the trees  Save the environment,stop exam  save the trees  save the environment
2155,4363,6362,6362,"Can you see the sunset real good in the sky  You can see it in the water too

waytohome D",40.0,0.0625,0.1,12.0,en,"Can you see the sunset real good in the sky  You can see it in the water too

waytohome D","can you see the sunset real good in the sky  you can see it in the water too

waytohome d"
2156,4365,6364,6364,"viratKohli💚
respect
love",40.0,0.0625,0.1,12.0,en,"viratKohli💚
respect
love","viratkohli💚
respect
love"
2157,4369,6368,6368,Football is our life,40.0,0.0625,0.1,12.0,en,Football is our life,football is our life
2158,4370,6369,6369,Football is life,40.0,0.0625,0.1,12.0,en,Football is life,football is life
2159,4372,6371,6371,Even this doesnt define how much we love football❤️ FOOTBALLISMORETHANLOVE💙,40.0,0.0625,0.1,12.0,en,Even this doesnt define how much we love football❤️ FOOTBALLISMORETHANLOVE💙,even this doesnt define how much we love football❤️ footballismorethanlove💙
2160,4380,6379,6379,“Black and white is mix of toughest simplicity and easiest complexity”,40.0,0.0625,0.1,12.0,en,“Black and white is mix of toughest simplicity and easiest complexity”,“black and white is mix of toughest simplicity and easiest complexity”
2161,4385,6384,6384,"RPS won the match✌
Virat kohli won the Heart💜",40.0,0.0625,0.1,12.0,en,"RPS won the match✌
Virat kohli won the Heart💜","rps won the match✌
virat kohli won the heart💜"
2162,4386,6385,6385,"Mind says MSD
Heart says Virat💜

RCBVSRPS",40.0,0.0625,0.1,12.0,en,"Mind says MSD
Heart says Virat💜

RCBVSRPS","mind says msd
heart says virat💜

rcbvsrps"
2163,4392,6392,6392,Dont compare me with others ✌,40.0,0.0625,0.1,12.0,en,Dont compare me with others ✌,dont compare me with others ✌
2164,4399,6399,6399,Goodbyebatch14 litconcert warfaze arnob black sheralighting IUTrocks  Islamic University of Technology,53.0,0.0625,0.1,24.0,en,Goodbyebatch14 litconcert warfaze arnob black sheralighting IUTrocks  Islamic University of Technology,goodbyebatch14 litconcert warfaze arnob black sheralighting iutrocks  islamic university of technology
2165,4400,6401,6401,implusefc jerseygivingceremony impulseforlife greatnight 😎😎,53.0,0.0625,0.1,24.0,en,implusefc jerseygivingceremony impulseforlife greatnight 😎😎,implusefc jerseygivingceremony impulseforlife greatnight 😎😎
2166,4401,6402,6402,Filled ur sit ❤️ R kauke lagbe na I hope CSEbatch17 chilling litday,53.0,0.0625,0.1,24.0,en,Filled ur sit ❤️ R kauke lagbe na I hope CSEbatch17 chilling litday,filled ur sit ❤️ r kauke lagbe na i hope csebatch17 chilling litday
2167,4402,6403,6403,"Such a lovely day 3 
3",53.0,0.0625,0.1,24.0,en,"Such a lovely day 3 
3","such a lovely day 3 
3"
2168,4403,6404,6404,no caption needed for this pic 😌❤️❤️,53.0,0.0625,0.1,24.0,en,no caption needed for this pic 😌❤️❤️,no caption needed for this pic 😌❤️❤️
2169,4406,6412,6412,"childhood friends oldhome rooftop nostalgic buildingrivalry shomitvsafnan tusharbhaierphnmoment arnoberobhiggotakothabole
shouraverbayudushon
tajinerkoisetore sieummissed",53.0,0.0625,0.1,24.0,en,"childhood friends oldhome rooftop nostalgic buildingrivalry shomitvsafnan tusharbhaierphnmoment arnoberobhiggotakothabole
shouraverbayudushon
tajinerkoisetore sieummissed","childhood friends oldhome rooftop nostalgic buildingrivalry shomitvsafnan tusharbhaierphnmoment arnoberobhiggotakothabole
shouraverbayudushon
tajinerkoisetore sieummissed"
2170,4407,6418,6418,ziabhai ishtiaqbhai shironaamhin IUTrocked EEE16osthir EEEfreshers akikbhaitoojoss   Islamic University of Technology,53.0,0.0625,0.1,24.0,en,ziabhai ishtiaqbhai shironaamhin IUTrocked EEE16osthir EEEfreshers akikbhaitoojoss   Islamic University of Technology,ziabhai ishtiaqbhai shironaamhin iutrocked eee16osthir eeefreshers akikbhaitoojoss   islamic university of technology
2171,4408,6420,6420,throwback 😴😴,53.0,0.0625,0.1,24.0,en,throwback 😴😴,throwback 😴😴
2172,4412,6430,6430,My name is Mahi and I am a Haati,53.0,0.0625,0.1,24.0,en,My name is Mahi and I am a Haati,my name is mahi and i am a haati
2173,4414,6440,6440,Happy birthday dost Kire dost Australia chole jabi amader raikha Eita ki thik Amra kader basar chade adda dibo 🙄🙄Out of content🙄🙄 honestly dost ami na akhon bujhlam j ami nah toder kokhono appreciate kori nah tai dost sry This is probably the only time i m gonna say this but thnx for being a part of my life😌😌 Jai hok Happy birthday dost,53.0,0.0625,0.1,24.0,en,Happy birthday dost Kire dost Australia chole jabi amader raikha Eita ki thik Amra kader basar chade adda dibo 🙄🙄Out of content🙄🙄 honestly dost ami na akhon bujhlam j ami nah toder kokhono appreciate kori nah tai dost sry This is probably the only time i m gonna say this but thnx for being a part of my life😌😌 Jai hok Happy birthday dost,happy birthday dost kire dost australia chole jabi amader raikha eita ki thik amra kader basar chade adda dibo 🙄🙄out of content🙄🙄 honestly dost ami na akhon bujhlam j ami nah toder kokhono appreciate kori nah tai dost sry this is probably the only time i m gonna say this but thnx for being a part of my life😌😌 jai hok happy birthday dost
2174,4415,6441,6441,wantedtofly 🙄🙄,53.0,0.0625,0.1,24.0,en,wantedtofly 🙄🙄,wantedtofly 🙄🙄
2175,4418,6468,6468,Was a blast ��,53.0,0.0625,0.1,24.0,en,Was a blast ��,was a blast ��
2176,4419,6472,6472,"Well it was fun So u turned 17 today huh Happy birthday man After party was better though
puresmile",53.0,0.0625,0.1,24.0,en,"Well it was fun So u turned 17 today huh Happy birthday man After party was better though
puresmile","well it was fun so u turned 17 today huh happy birthday man after party was better though
puresmile"
2177,4420,6479,6479,Happy Mothers day 😚😚,53.0,0.0625,0.1,24.0,en,Happy Mothers day 😚😚,happy mothers day 😚😚
2178,4422,6482,6482,The only people who truly know your story are the ones who help you write it,53.0,0.0625,0.1,24.0,en,The only people who truly know your story are the ones who help you write it,the only people who truly know your story are the ones who help you write it
2179,4423,6485,6485,I can’t really see another squad tryna cross us 😎😜😈,53.0,0.0625,0.1,24.0,en,I can’t really see another squad tryna cross us 😎😜😈,i can’t really see another squad tryna cross us 😎😜😈
